idNum,invitationId,sekerID,device,useragent,startTime,endTime,totime,crq,clq,stat,tnay,q1,q2,q3,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q5_9,q5_10,q5_11,q5_12,q5_13,q6,q7_1,q7_2,q7_3,q7_4,q7_5,q8,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_tv6,q11,q12,q13,q14,userId,sex,byear,fstat,kids,rel,relid,nafa,ses,edu,osek,cbor,cborfa,cborma,alyayear,ykid,okid,svote,vote2022
856,120931178,422736,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:12:08 pm,6/22/2025 9:14:07 pm,119,14,0,1,1,1,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,0,3,3,0,0,0,1,0,0,,1,3,2,5,72185,2,1973,2,3,1,1,4,6,7,8,IL,IL,BR,0,2009,2001,0,2
857,120942721,422724,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:12:41 pm,6/22/2025 9:17:16 pm,275,14,0,1,1,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,3,1,0,0,0,0,0,,2,2,5,4,191333,1,1992,2,1,1,1,5,4,9,5,IL,IL,IL,0,2023,2023,1,1
858,120945663,422734,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:12:49 pm,6/22/2025 9:14:45 pm,116,14,0,1,1,1,3,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,1,0,0,0,4,2,1,1,0,0,0,0,,2,4,2,4,203910,2,1992,2,2,1,2,2,2,11,5,IL,MA,IL,0,2023,2019,2,3
859,120932852,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:14:57 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128337,2,1946,3,3,1,1,2,2,9,5,IL,DE,AT,0,1981,1968,4,10
860,120932820,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:15:46 pm,6/22/2025 9:19:04 pm,198,14,0,1,1,1,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,1,1,1,0,2,3,0,1,0,0,0,0,,4,3,1,1,124978,2,1959,2,3,1,1,4,4,9,12,IL,PL,PL,0,1990,1983,1,2
861,120943879,422726,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:16:40 pm,6/22/2025 9:21:07 pm,267,15,0,1,1,1,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,1,0,0,2,1,0,1,0,0,0,0,,2,2,5,4,346901,1,1973,3,3,1,1,5,2,7,6,IL,BG,DE,1948,2009,2004,2,2
862,120943919,422726,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:17:20 pm,6/22/2025 9:19:38 pm,138,14,0,1,1,2,4,3,4,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,3,1,0,0,0,0,0,,1,1,2,4,243891,1,1974,2,6,1,3,3,3,7,5,IL,MA,MA,0,2011,2000,2,3
863,120943795,422726,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:18:22 pm,6/22/2025 9:19:48 pm,86,14,0,1,1,1,1,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,3,3,0,0,1,0,0,0,,3,3,4,4,64350,1,1976,2,0,1,1,3,3,9,5,IL,IL,IL,0,,,3,2
864,120944860,422732,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Mobile Safari/537.36",6/22/2025 9:19:35 pm,6/22/2025 9:21:13 pm,98,14,0,1,1,2,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,3,3,1,0,0,0,0,0,,2,2,2,3,319074,2,2001,2,1,1,3,1,1,8,3,IL,FR,IL,1977,2022,2022,1,3
865,120931253,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:19:36 pm,6/22/2025 9:24:14 pm,278,15,0,1,1,1,3,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,4,3,1,0,0,0,1,0,,1,1,2,5,197568,2,1975,2,3,1,2,6,1,7,6,IL,IN,IN,0,2007,2000,3,13
866,120946199,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:21:25 pm,6/22/2025 9:23:06 pm,101,14,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,1,0,2,3,0,1,0,0,1,0,,1,3,4,1,362359,2,1989,1,0,1,2,7,5,0,0,0,0,0,0,,,3,14
867,120946684,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:21:38 pm,6/22/2025 9:26:04 pm,266,14,0,1,1,2,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,0,3,3,1,0,0,0,0,0,,3,2,2,5,102287,2,1982,1,4,1,1,6,1,7,5,39,39,39,2000,2019,2010,2,1
868,120946568,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:22:24 pm,6/22/2025 9:25:04 pm,160,14,0,1,1,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,4,1,0,0,0,0,1,0,,1,2,2,4,78955,2,1985,2,3,1,1,6,4,7,5,IL,MA,IL,0,2021,2013,1,15
869,120947039,422736,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",6/22/2025 9:28:19 pm,6/22/2025 9:32:44 pm,265,14,0,1,1,1,3,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,4,3,1,0,0,0,0,0,,2,2,2,5,141686,2,1975,1,1,1,1,3,3,7,14,IL,IQ,SY,0,2013,2013,3,15
870,120946191,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:28:43 pm,6/22/2025 9:32:12 pm,209,14,0,1,1,2,3,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,2,3,1,0,0,0,0,0,,3,2,5,4,202879,2,1983,2,2,1,2,7,1,3,5,IL,MA,IL,0,2021,2015,0,1
871,120945653,422734,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36",6/22/2025 9:30:26 pm,6/22/2025 9:33:28 pm,182,14,0,1,1,2,4,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,2,3,0,1,0,0,0,0,,2,1,2,5,198350,2,1994,1,0,1,1,5,3,9,5,IL,IL,IL,0,0,0,3,10
872,120947380,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:30:28 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212723,2,1967,3,1,1,1,4,1,9,5,US,US,US,1976,1994,1994,2,2
873,120947442,422737,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1",6/22/2025 9:30:35 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71566,2,1967,2,3,1,1,6,6,9,5,IL,DE,IL,0,2002,1995,1,1
874,120945907,422734,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:31:16 pm,6/22/2025 9:33:49 pm,153,14,0,1,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,2,3,1,0,0,0,0,0,,2,2,2,4,340709,2,1994,2,2,1,1,5,1,5,8,IL,IL,IL,0,2022,2018,3,4
875,120947397,422737,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/373.1.772062114 Mobile/15E148 Safari/604.1",6/22/2025 9:34:04 pm,6/22/2025 9:46:16 pm,732,14,0,1,1,1,3,3,4,0,0,1,1,0,0,0,0,0,1,0,0,0,5,1,1,1,1,1,4,1,1,0,0,1,0,0,,1,3,2,5,355402,2,1967,2,4,1,1,4,4,11,5,IL,PL,IL,1950,2001,1989,3,4
876,120947396,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:35:27 pm,6/22/2025 9:39:08 pm,221,18,0,1,1,2,4,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,2,1,0,0,0,1,0,0,,1,2,2,4,328595,2,1962,2,3,1,1,4,6,9,5,IL,RO,PL,1948,0,1990,4,2
877,120947375,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:35:49 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323258,2,1967,2,1,1,1,5,2,11,5,IL,IL,IL,0,2006,2006,4,2
878,120947390,422737,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:36:10 pm,6/22/2025 9:40:59 pm,289,14,0,1,1,1,3,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,4,3,1,0,0,1,1,0,,3,2,2,4,264718,2,1970,2,3,1,1,1,6,9,6,IL,DE,IL,0,2009,2002,3,2
879,120947445,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:36:34 pm,,,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64025,2,1963,2,4,1,2,2,6,7,5,IL,DZ,IQ,1990,1997,1988,1,1
880,120944920,422732,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:36:48 pm,6/22/2025 9:41:23 pm,275,14,0,1,1,1,3,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,3,3,0,0,1,0,1,0,,4,2,2,1,305263,2,2001,2,0,1,2,5,1,7,5,IL,0,IL,0,0,0,2,5
881,120947216,422736,2,"Mozilla/5.0 (Linux; Android 14; 23021RAAEG) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.118 Mobile Safari/537.36",6/22/2025 9:37:09 pm,6/22/2025 9:40:15 pm,186,14,0,1,1,2,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,1,2,3,1,0,0,0,0,0,,2,1,2,1,266593,2,1978,1,0,1,2,2,1,2,6,IL,TN,MA,1963,0,0,1,1
882,120943853,422726,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:139.0) Gecko/20100101 Firefox/139.0,6/22/2025 9:38:17 pm,6/22/2025 9:44:53 pm,396,14,0,1,1,2,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,3,0,0,0,1,1,0,,1,3,2,1,384723,1,1977,1,0,1,1,3,1,7,6,UA,UA,UA,1990,0,0,2,2
883,120923854,422725,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:38:40 pm,6/22/2025 9:40:42 pm,122,14,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,,4,3,2,1,120716,1,1982,2,3,1,2,2,3,8,12,IL,IL,IR,0,0,2014,3,4
884,120924997,422726,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:39:43 pm,6/22/2025 9:42:56 pm,193,14,0,1,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,1,1,2,3,0,0,0,1,0,0,,2,1,2,2,228385,1,1980,1,0,1,1,5,4,5,5,IL,YE,YE,0,0,0,3,15
885,120947288,422737,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:40:01 pm,6/22/2025 9:45:20 pm,319,14,0,1,1,1,4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,3,0,0,0,0,1,0,,1,1,2,2,61853,2,1961,3,2,1,1,5,1,7,15,IL,IL,EG,0,1985,1983,2,1
886,120947785,422738,1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Safari/537.36",6/22/2025 9:40:09 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351236,2,1958,2,3,1,2,5,3,7,15,IL,IQ,CZ,1949,1985,1979,2,2
887,120947840,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:40:41 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148964,2,1960,3,1,1,1,3,1,9,7,IL,IL,IL,0,1997,1997,3,10
888,120947839,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:40:49 pm,6/22/2025 9:43:46 pm,177,14,0,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,3,3,0,1,0,0,1,0,,1,2,5,4,164898,2,1960,2,3,1,2,5,5,9,11,IL,IL,IL,0,1988,1980,1,1
889,120947262,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:41:15 pm,6/22/2025 9:46:00 pm,285,14,0,1,1,2,2,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,5,1,1,0,0,1,3,3,1,0,0,1,1,0,,4,4,5,5,68832,2,1964,2,2,1,1,4,4,9,5,IL,IR,IR,0,1993,1988,2,4
890,120946634,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:41:30 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385906,2,1987,1,1,1,1,2,1,5,5,RU,RU,RU,2006,2019,2019,0,15
891,120947841,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36",6/22/2025 9:41:47 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139780,2,1960,3,1,1,2,4,2,5,15,MA,MA,MA,1963,1992,1992,2,3
892,120945860,422734,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:42:26 pm,6/22/2025 9:46:35 pm,249,15,0,1,1,2,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,1,1,2,3,1,0,0,0,0,0,,3,1,2,5,274196,2,1991,1,0,1,2,4,1,7,5,IL,IL,0,0,0,0,1,1
893,120947834,422738,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:42:34 pm,6/22/2025 9:45:10 pm,156,14,0,1,1,2,4,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,3,1,1,1,1,1,3,2,0,0,0,0,1,0,,2,2,2,5,266183,2,1960,3,2,1,1,5,3,11,15,IL,PL,IL,0,1990,1984,4,2
894,120931492,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:42:44 pm,6/22/2025 9:48:30 pm,346,14,0,1,1,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,2,1,0,0,0,1,0,0,,3,2,2,5,142557,2,1969,1,0,1,1,4,1,9,5,IL,RO,IT,0,0,0,4,10
895,120931388,422737,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:42:48 pm,6/22/2025 9:46:35 pm,227,15,0,1,1,1,3,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,3,1,0,0,0,1,0,0,,3,3,1,5,115321,2,1963,2,3,1,1,4,4,11,12,UA,UA,UA,1990,2014,1984,4,2
896,120947826,422738,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:43:09 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371357,2,1955,2,3,1,1,4,2,7,11,IL,TN,TN,1948,1984,1979,4,11
897,120943179,422725,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:45:12 pm,6/22/2025 9:48:48 pm,216,14,0,1,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,2,3,1,0,0,0,0,0,,1,2,5,4,246261,1,1986,2,6,1,2,1,4,11,5,IL,TR,IR,0,2024,2014,1,3
898,120947793,422738,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:46:03 pm,6/22/2025 9:49:46 pm,223,14,0,1,1,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,3,1,0,0,0,0,0,,3,2,2,4,347603,2,1959,2,2,1,1,3,5,7,15,IL,PL,PL,1951,1991,1982,3,4
899,120947385,422737,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:47:13 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146707,2,1969,3,2,1,1,5,2,11,5,IL,IL,IL,0,2014,2000,5,11
900,120947334,422737,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:47:46 pm,6/22/2025 9:51:48 pm,242,18,0,1,1,2,4,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,1,3,2,1,0,0,1,1,0,,2,4,2,3,72508,2,1969,2,3,1,1,7,3,7,11,IL,IR,IL,0,2007,1995,3,2
901,120943877,422726,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:48:47 pm,6/22/2025 9:51:57 pm,190,14,0,1,1,2,4,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,3,0,0,0,1,0,0,,2,3,2,4,251148,1,1971,1,0,1,1,3,2,7,15,AR,AR,IL,1973,0,0,2,2
902,120944897,422732,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:49:23 pm,6/22/2025 9:52:25 pm,182,14,0,1,1,2,4,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,1,0,1,1,2,2,0,0,1,1,0,0,,2,1,4,5,329531,2,2001,1,0,1,1,5,1,5,6,IL,IL,IL,0,0,0,0,2
903,120921574,422738,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",6/22/2025 9:49:39 pm,6/22/2025 9:54:34 pm,295,14,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,4,3,0,0,0,1,0,0,,2,1,2,4,313220,2,1958,2,3,1,2,4,2,7,15,IL,TR,TR,0,1992,1998,3,15
904,120947371,422737,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",6/22/2025 9:50:59 pm,6/22/2025 9:53:31 pm,152,14,0,1,1,1,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,4,1,1,0,0,1,4,3,0,0,0,1,0,0,,2,2,2,5,189752,2,1961,2,5,1,3,1,3,11,5,IL,DE,IL,0,1998,1986,1,3
905,120942715,422724,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:52:57 pm,6/22/2025 9:58:28 pm,331,14,0,1,1,2,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,4,3,0,0,0,1,0,0,,2,3,2,4,185273,1,1991,2,2,1,3,2,6,7,5,IL,MA,IR,1954,2023,2022,1,15
906,120943538,422725,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:54:15 pm,6/22/2025 9:58:41 pm,266,14,0,1,1,1,1,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,1,1,0,1,4,1,1,0,0,0,0,0,,2,1,2,4,156792,1,1987,2,1,1,1,4,4,7,14,RU,RU,RU,1992,2022,2022,3,2
907,120927471,422731,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:55:01 pm,,,1,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316299,2,2006,1,0,1,1,4,5,5,2,IL,BY,AZ,1990,0,0,4,16
908,120928863,422733,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 9:57:57 pm,6/22/2025 10:00:51 pm,174,14,0,1,1,1,3,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,4,3,1,0,1,0,1,0,,1,1,5,4,267881,2,1997,2,0,1,2,3,5,5,5,IL,AR,AR,0,0,0,3,15
909,120946946,422736,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:58:43 pm,6/22/2025 10:04:46 pm,363,14,0,1,1,2,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,4,3,1,0,0,1,1,0,,1,2,2,4,112883,2,1973,2,2,1,1,5,2,5,5,IL,TR,TR,0,2009,2006,2,2
910,120924204,422725,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 9:59:39 pm,6/22/2025 10:03:00 pm,201,14,0,1,1,1,3,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,3,3,1,0,0,0,1,0,,1,3,2,4,301536,1,1985,2,2,1,2,4,4,7,5,IL,IL,IL,0,2016,2013,2,4
911,120944620,422732,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 10:00:52 pm,6/22/2025 10:03:05 pm,133,14,0,1,1,2,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,3,0,0,0,1,0,0,,2,2,2,4,277278,2,2005,1,0,1,3,4,6,5,3,IL,IL,IL,0,0,0,1,16
912,120923345,422723,2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",6/22/2025 10:01:22 pm,6/22/2025 10:04:31 pm,189,14,0,1,1,2,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,3,0,0,1,0,0,0,,2,2,2,5,150855,1,1997,1,0,1,1,3,5,7,5,IL,IL,IL,0,0,0,1,4
913,120929659,422735,2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36",6/22/2025 10:04:53 pm,6/22/2025 10:07:33 pm,160,14,0,1,1,1,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1,1,0,0,1,3,1,1,0,0,0,0,0,,2,2,2,3,192725,2,1988,2,1,1,1,3,3,9,5,IL,IL,IL,0,2024,2024,3,15
